product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,savings,processed_at,brand,product_type,length,color,features,category_L1,category_L2,category_L3,category_L4,category_L5,product_name_clean
B0B5LVS732,"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",Electronics|WearableTechnology|SmartWatches,1999,4999,60,4.1,10689,3000,13-04-2026 18:32,Noise,Smart Watch,Not Available,Black,"smart, bluetooth",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 169 Display 550 NITS 150 Cloud Watch Face SPo2 Heart Rate Tracking 100 Sports Mode with Auto Detection Longer Battery Jet Black
B09V12K8NT,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",Electronics|WearableTechnology|SmartWatches,1499,6990,79,3.9,21797,5491,13-04-2026 18:32,boAt,Smart Watch,Not Available,Black,"smart, hd",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,boAt Wave Lite Smartwatch with 169 HD Display Sleek Metal Body HR  SpO2 Level Monitor 140 Watch Faces Activity Tracker Multiple Sports Modes IP68  7 Days Battery LifeActive Black
B09NVPSCQT,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",Electronics|WearableTechnology|SmartWatches,1599,3999,60,4,30254,2400,13-04-2026 18:32,Noise,Smart Watch,Not Available,Black,"smart, hd",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,Noise ColorFit Pulse Grand Smart Watch with 169429cm HD Display 60 Sports Modes 150 Watch Faces Fast Charge Spo2 Stress Sleep Heart Rate Monitoring  IP68 Waterproof Jet Black
B09YV4RG4D,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",Electronics|WearableTechnology|SmartWatches,1499,7999,81,4.2,22638,6500,13-04-2026 18:32,Fire-Boltt,Smart Watch,Not Available,Black,smart,Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,FireBoltt Ninja 3 Smartwatch Full Touch 169  60 Sports Modes with IP68 Sp02 Tracking Over 100 Cloud based watch faces  Black
B09YV4MW2T,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Electronics|WearableTechnology|SmartWatches,2199,9999,78,4.2,29478,7800,13-04-2026 18:32,Fire-Boltt,Smart Watch,Not Available,Blue,"smart, bluetooth",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,FireBoltt Indias No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button Hands On Voice Assistance 60 Sports Modes in Built Mic  Speaker with IP68 Rating
B0B3N7LR6K,"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",Electronics|WearableTechnology|SmartWatches,3999,16999,76,4.3,17162,13000,13-04-2026 18:32,Fire-Boltt,Smart Watch,Not Available,Blue,"smart, bluetooth",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,FireBoltt Visionary 178 AMOLED Bluetooth Calling Smartwatch with 368448 Pixel Resolution 100 Sports Mode TWS Connection Voice Assistance SPO2  Heart Rate Monitoring
B09ZQK9X8G,"Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1.72"" TruView Display, Fully-Functional Digital Crown, 311 PPI, 60Hz Refresh Rate, 500 NITS Brightness (Charcoal Black)",Electronics|WearableTechnology|SmartWatches,2998,5999,50,4.1,5179,3001,13-04-2026 18:32,Noise,Smart Watch,Not Available,Black,"smart, bluetooth",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 172 TruView Display FullyFunctional Digital Crown 311 PPI 60Hz Refresh Rate 500 NITS Brightness Charcoal Black
B097R25DP7,"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",Electronics|WearableTechnology|SmartWatches,1599,4999,68,4,67951,3400,13-04-2026 18:32,Noise,Smart Watch,Not Available,Black,"smart, hd",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,Noise ColorFit Pulse Smartwatch with 356 cm 14 Full Touch HD Display SpO2 Heart Rate Sleep Monitors  10Day Battery  Jet Black
B0B3MWYCHQ,"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",Electronics|WearableTechnology|SmartWatches,2999,9999,70,4.2,20881,7000,13-04-2026 18:32,Fire-Boltt,Smart Watch,Not Available,Blue,"smart, bluetooth",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,FireBoltt Ring 3 Smart Watch 18 Biggest Display with Advanced Bluetooth Calling Chip Voice Assistance118 Sports Modes in Built Calculator  Games SpO2 Heart Rate Monitoring
B09DG9VNWB,"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",Electronics|WearableTechnology|SmartWatches,12000,29999,60,4.3,4744,17999,13-04-2026 18:32,Samsung,Smart Watch,Not Available,Black,bluetooth,Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,Samsung Galaxy Watch4 Bluetooth44 cm Black Compatible with Android only
B09P18XVW6,"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",Electronics|WearableTechnology|SmartWatches,2499,4999,50,3.9,7571,2500,13-04-2026 18:32,Noise,Smart Watch,Not Available,Black,"smart, bluetooth",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,Noise Pulse Buzz 169 Bluetooth Calling Smart Watch with Call Function 150 Watch Faces 60 Sports Modes Spo2  Heart Rate Monitoring Calling Smart Watch for Men  Women  Jet Black
B07YY1BY5B,"Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display,IP68 Waterproof,Heart Rate Monitor,Sleep & Step Tracker,Call & Message Alerts & Long Battery Life (Jet Black)",Electronics|WearableTechnology|SmartWatches,1499,4999,70,4,92588,3500,13-04-2026 18:32,Noise,Smart Watch,Not Available,Black,smart,Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight  Upgraded LCD DisplayIP68 WaterproofHeart Rate MonitorSleep  Step TrackerCall  Message Alerts  Long Battery Life Jet Black
B0972BQ2RS,"Fire-Boltt India's No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2 & 1.7” Metal Body with Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch & Multiple Watch Faces",Electronics|WearableTechnology|SmartWatches,2499,9999,75,4.1,42139,7500,13-04-2026 18:32,Fire-Boltt,Smart Watch,Not Available,Blue,"smart, bluetooth",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,FireBoltt Indias No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2  17 Metal Body with Blood Oxygen Monitoring Continuous Heart Rate Full Touch  Multiple Watch Faces
B0949SBKMP,"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera & Music Control, IP68 & 7 Days Battery Life(Lightning Black)",Electronics|WearableTechnology|SmartWatches,1799,6990,74,4,26880,5191,13-04-2026 18:32,boAt,Smart Watch,Not Available,Black,smart,Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,boAt Flash Edition Smart Watch with Activity Tracker Multiple Sports Modes 13 Screen 170 Watch Faces Sleep Monitor Gesture Camera  Music Control IP68  7 Days Battery LifeLightning Black
B09RKFBCV7,"Fire-Boltt Ninja Calling 1.69"" Bluetooth Calling Smart Watch, Dial Pad, Speaker, AI Voice Assistant with 450 NITS Peak Brightness, Wrist Gaming & 100+ Watch Faces with SpO2, HR, Multiple Sports Mode",Electronics|WearableTechnology|SmartWatches,1999,7999,75,4.2,31305,6000,13-04-2026 18:32,Fire-Boltt,Smart Watch,Not Available,Blue,"smart, bluetooth",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,FireBoltt Ninja Calling 169 Bluetooth Calling Smart Watch Dial Pad Speaker AI Voice Assistant with 450 NITS Peak Brightness Wrist Gaming  100 Watch Faces with SpO2 HR Multiple Sports Mode
B09NC2TY11,"Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display, 320x385 px Resolution, 100 Sports Modes, Stock Market Info Smartwatch for Men & Women (Olive Green)",Electronics|WearableTechnology|SmartWatches,2499,5999,58,4.1,5852,3500,13-04-2026 18:32,Noise,Smart Watch,Not Available,Blue,"smart, hd, bluetooth",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 175 HD Display 320x385 px Resolution 100 Sports Modes Stock Market Info Smartwatch for Men  Women Olive Green
B094JB13XL,"Noise ColorFit Ultra Smart Watch with 1.75"" HD Display, Aluminium Alloy Body, 60 Sports Modes, Spo2, Lightweight, Stock Market Info, Calls & SMS Reply (Space Blue)",Electronics|WearableTechnology|SmartWatches,2499,5999,58,4.1,38879,3500,13-04-2026 18:32,Noise,Smart Watch,Not Available,Blue,"smart, hd",Electronics,WearableTechnology,SmartWatches,Unknown,Unknown,Noise ColorFit Ultra Smart Watch with 175 HD Display Aluminium Alloy Body 60 Sports Modes Spo2 Lightweight Stock Market Info Calls  SMS Reply Space Blue
B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,229,299,23,4.3,30411,70,13-04-2026 18:32,MI,Cable,Not Available,Black,smart,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,MI Usb TypeC Cable Smartphone Black
B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",219,700,69,4.4,426973,481,13-04-2026 18:32,AmazonBasics,Cable,Not Available,Black,"hd, 4k",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,AmazonBasics Flexible Premium HDMI Cable Black 4K60Hz 18Gbps 3Foot
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349,399,13,4.4,18757,50,13-04-2026 18:32,MI,Cable,Not Available,Red,braided,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,MI Braided USB TypeC Cable for Charging Adapter Red
B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",279,499,44,3.7,10962,220,13-04-2026 18:32,tizum,Cable,Not Available,Not Specified,hd,Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,tizum HDMI to VGA Adapter Cable 1080P for Projector Computer Laptop TV Projectors  TV
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59,199,70,4,9378,140,13-04-2026 18:32,Flix,Cable,Not Available,Black,smart,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Flix Micro Usb Cable For Smartphone Black
B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,899,1900,53,4.4,13552,1001,13-04-2026 18:32,AmazonBasics,Cable,Not Available,Grey,"fast charging, braided, smart",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Amazonbasics Nylon Braided UsbC To Lightning Cable Fast Charging Mfi Certified Smartphone Iphone Charger 6Foot Dark Grey
B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,799,2100,62,4.3,8188,1301,13-04-2026 18:32,AmazonBasics,Cable,Not Available,Gold,fast charging,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,AmazonBasics New Release Nylon USBA to Lightning Cable Cord Fast Charging MFi Certified Charger for Apple iPhone iPad 6Ft Rose Gold
B0B2DJDCPX,"SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11, 12, 13 Pro max iPad Air/Mini, iPod and iOS Devices (White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,209,499,58,3.9,536,290,13-04-2026 18:32,SWAPKART,Cable,Not Available,White,fast charging,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 66S77881011 12 13 Pro max iPad AirMini iPod and iOS Devices White
B07LGT55SJ,"Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,1099,64,4.2,24269,700,13-04-2026 18:32,Wayona,Cable,Not Available,Black,braided,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone Ipad Tablet Red Black
B08LKS3LSP,"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Charging Cable for iPhone Micro USB Type C Mobile Phone | Colour May Vary |",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,345,999,65,3.7,1097,654,13-04-2026 18:32,Gilary,Cable,Not Available,Not Specified,"fast charging, braided",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Gilary Multi Charging Cable 3 in 1 Nylon Braided Fast Charging Cable for iPhone Micro USB Type C Mobile Phone  Colour May Vary
B082T6GVLJ,"Amazon Basics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (3-Ft, Rose Gold)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,849,1809,53,4.3,6547,960,13-04-2026 18:32,Amazon,Cable,Not Available,Gold,fast charging,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Amazon Basics New Release Nylon USBA to Lightning Cable Cord Fast Charging MFi Certified Charger for Apple iPhone iPad 3Ft Rose Gold
B07JNVF678,"Wayona Nylon Braided USB Data Sync and Fast Charging 3A Short Power Bank Cable For iPhones, iPad Air, iPad mini, iPod Nano and iPod Touch (Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349,999,65,4.2,13120,650,13-04-2026 18:32,Wayona,Cable,Not Available,Grey,"fast charging, braided",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Wayona Nylon Braided USB Data Sync and Fast Charging 3A Short Power Bank Cable For iPhones iPad Air iPad mini iPod Nano and iPod Touch Grey
B0981XSZJ7,CROSSVOLT Compatible Dash/Warp Data Sync Fast Charging Cable Supported for All C Type Devices (Cable),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,999,70,4.3,766,700,13-04-2026 18:32,CROSSVOLT,Cable,Not Available,Not Specified,fast charging,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,CROSSVOLT Compatible DashWarp Data Sync Fast Charging Cable Supported for All C Type Devices Cable
B0B4G2MWSB,"Lapster 5 pin mini usb cable, usb b cable,camera cable usb2.0 for External HDDS/Card Readers/Camera etc.",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149,999,85,4,1313,850,13-04-2026 18:32,Lapster,Cable,Not Available,Not Specified,hd,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Lapster 5 pin mini usb cable usb b cablecamera cable usb20 for External HDDSCard ReadersCamera etc
B015OW3M1W,AmazonBasics 6-Feet DisplayPort (not USB port) to HDMI Cable Black,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",799,1700,53,4.1,28638,901,13-04-2026 18:32,AmazonBasics,Cable,Not Available,Black,hd,Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,AmazonBasics 6Feet DisplayPort not USB port to HDMI Cable Black
B08L4SBJRY,"Saifsmart Outlet Wall Mount Hanger Holder for Dot 3rd Gen, Compact Bracket Case Plug and Built-in Cable Management for Kitchen Bathroom, Bedroom (Black)",Electronics|HomeAudio|Accessories|SpeakerAccessories|Mounts,349,1299,73,4,3295,950,13-04-2026 18:32,Saifsmart,Cable,Not Available,Black,smart,Electronics,HomeAudio,Accessories,SpeakerAccessories,Mounts,Saifsmart Outlet Wall Mount Hanger Holder for Dot 3rd Gen Compact Bracket Case Plug and Builtin Cable Management for Kitchen Bathroom Bedroom Black
B09X79PP8F,"MI 2-in-1 USB Type C Cable (Micro USB to Type C) 30cm for Smartphone, Headphone, Laptop (White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179,299,40,3.9,81,120,13-04-2026 18:32,MI,Cable,Not Available,White,smart,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,MI 2in1 USB Type C Cable Micro USB to Type C 30cm for Smartphone Headphone Laptop White
B082T6GVG9,"AmazonBasics New Release ABS USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad Tablet (3-Ft, White)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,689,1500,54,4.2,42301,811,13-04-2026 18:32,AmazonBasics,Cable,Not Available,White,fast charging,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,AmazonBasics New Release ABS USBA to Lightning Cable Cord Fast Charging MFi Certified Charger for Apple iPhone iPad Tablet 3Ft White
B0B4HKH19N,"pTron Solero 331 3.4Amps Multifunction Fast Charging Cable, 3-in-1 USB Cable Micro USB/Type-C/iOS, Made in India, Durable & Strong & Tangle-free 118cm in Length (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249,931,73,3.9,1075,682,13-04-2026 18:32,pTron,Cable,Not Available,Black,fast charging,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,pTron Solero 331 34Amps Multifunction Fast Charging Cable 3in1 USB Cable Micro USBTypeCiOS Made in India Durable  Strong  Tanglefree 118cm in Length Black
B09PNR6F8Q,"realme 10W Fast Charging Micro-USB Cable (Braided, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249,399,38,4,6558,150,13-04-2026 18:32,realme,Cable,Not Available,Black,"fast charging, braided",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,realme 10W Fast Charging MicroUSB Cable Braided Black
B00GGGOYEK,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers 35cm,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,259,699,63,3.8,2399,440,13-04-2026 18:32,Storite,Cable,Not Available,Not Specified,hd,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Storite USB 20 A to Mini 5 pin B Cable for External HDDSCameraCard Readers 35cm
B0758F7KK7,"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s, Universal Fixed TV Wall Mount Stand (M452)","Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",399,999,60,4,1236,600,13-04-2026 18:32,Caprigo,TV,Not Available,Not Specified,"smart, hd",Electronics,"HomeTheater,TV&Video",Accessories,"TVMounts,Stands&Turntables",TVWall&CeilingMounts,Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LEDHDSmart TVs Universal Fixed TV Wall Mount Stand M452
B07CRL2GY6,boAt Rugged V3 Braided Micro USB Cable (Pearl White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299,799,63,4.2,94363,500,13-04-2026 18:32,boAt,Cable,Not Available,White,braided,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,boAt Rugged V3 Braided Micro USB Cable Pearl White
B07RY2X9MP,"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",609,1500,59,4.5,1029,891,13-04-2026 18:32,AmazonBasics,Cable,Not Available,Grey,"braided, hd, 4k",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,AmazonBasics 102 Gbps HighSpeed 4K HDMI Cable with Braided Cord 10Foot Dark Grey
B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,129,449,71,3.7,41,320,13-04-2026 18:32,Lava,Cable,Not Available,White,fast charging,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable White
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)","Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",893,1052,15,4.3,106,159,13-04-2026 18:32,ZORBES®,Adapter,Not Available,White,smart,Electronics,"HomeTheater,TV&Video",Accessories,"TVMounts,Stands&Turntables",TVWall&CeilingMounts,ZORBES Wall Adapter Holder for Alexa Echo Dot 4th GenerationA SpaceSaving Solution with Cord Management for Your Smart Home Speakers White Holder Only
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",299,599,50,4,171,300,13-04-2026 18:32,Aine,Cable,Not Available,Black,hd,Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,Aine HDMI Male to VGA Female Video Converter Adapter Cable Black
B07WG8PDCW,"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,349,1299,73,4,14282,950,13-04-2026 18:32,pTron,Adapter,Not Available,Black,smart,Electronics,Mobiles&Accessories,MobileAccessories,Chargers,AutomobileChargers,pTron Bullet Pro 36W PD Quick Charger 3 Port Fast Car Charger Adapter  Compatible with All Smartphones  Tablets Black
B0746JGVDS,"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,349,999,65,3.9,46399,650,13-04-2026 18:32,ELV,Other,Not Available,Black,smart,Electronics,Mobiles&Accessories,MobileAccessories,AutomobileAccessories,Cradles,ELV Car Mount Adjustable Car Phone Holder Universal Long Arm Windshield for Smartphones  Black
B09FFK1PQG,"Duracell 38W Fast Car Charger Adapter with Dual Output. Quick Charge, Type C PD 20W & Qualcomm Certified 3.0 Compatible for iPhone, All Smartphones, Tablets & More (Copper & Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,873,1699,49,4.4,1680,826,13-04-2026 18:32,Duracell,Adapter,Not Available,Black,smart,Electronics,Mobiles&Accessories,MobileAccessories,Chargers,AutomobileChargers,Duracell 38W Fast Car Charger Adapter with Dual Output Quick Charge Type C PD 20W  Qualcomm Certified 30 Compatible for iPhone All Smartphones Tablets  More Copper  Black
B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,229,299,23,4.3,30411,70,13-04-2026 18:32,MI,Cable,Not Available,Black,smart,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,MI Usb TypeC Cable Smartphone Black
B0971DWFDT,"Portronics CarPower Mini Car Charger with Dual Output, Fast Charging (Type C PD 18W + QC 3.0A) Compatible with All Smartphones(Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,337,699,52,4.2,4969,362,13-04-2026 18:32,Portronics,Other,Not Available,Black,"fast charging, smart",Electronics,Mobiles&Accessories,MobileAccessories,Chargers,AutomobileChargers,Portronics CarPower Mini Car Charger with Dual Output Fast Charging Type C PD 18W  QC 30A Compatible with All SmartphonesBlack
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349,399,13,4.4,18757,50,13-04-2026 18:32,MI,Cable,Not Available,Red,braided,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,MI Braided USB TypeC Cable for Charging Adapter Red
B092JHPL72,"SWAPKART Flexible Mobile Tabletop Stand, Metal Built, Heavy Duty Foldable Lazy Bracket Clip Mount Multi Angle Clamp for All Smartphones (Pack of 1), Multi Color",Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Bedstand&DeskMounts,251,999,75,3.7,3234,748,13-04-2026 18:32,SWAPKART,Other,Not Available,Not Specified,smart,Electronics,Mobiles&Accessories,MobileAccessories,Mounts,Bedstand&DeskMounts,SWAPKART Flexible Mobile Tabletop Stand Metal Built Heavy Duty Foldable Lazy Bracket Clip Mount Multi Angle Clamp for All Smartphones Pack of 1 Multi Color
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59,199,70,4,9377,140,13-04-2026 18:32,Flix,Cable,Not Available,Black,smart,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Flix Micro Usb Cable For Smartphone Black
B09TP5KBN7,"pTron Volta Dual Port 12W Smart USB Charger Adapter, Multi-Layer Protection, Made in India, BIS Certified, Fast Charging Power Adaptor Without Cable for All iOS & Android Devices (Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,199,1099,82,4,3197,900,13-04-2026 18:32,pTron,Cable,Not Available,Black,"fast charging, smart",Electronics,Mobiles&Accessories,MobileAccessories,Chargers,WallChargers,pTron Volta Dual Port 12W Smart USB Charger Adapter MultiLayer Protection Made in India BIS Certified Fast Charging Power Adaptor Without Cable for All iOS  Android Devices Black
B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,899,1900,53,4.4,13552,1001,13-04-2026 18:32,AmazonBasics,Cable,Not Available,Grey,"fast charging, braided, smart",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Amazonbasics Nylon Braided UsbC To Lightning Cable Fast Charging Mfi Certified Smartphone Iphone Charger 6Foot Dark Grey
